Seed	CV	CpuTime	PRPD
7973	0	69.0168	12.4464
29600	0	54.0938	13.9485
7418	0	57.092	10.0858
25651	0	67.0434	1.28755
21814	0	69.0314	12.6609
20088	0	50.0638	7.08155
20879	0	64.0958	3.21888
2641	0	53.0282	12.6609
23067	0	66.0213	3.86266
16343	0	54.0053	1.93133
23762	0	54.0398	0.429185
3636	0	53.0006	13.7339
32644	0	65.0737	8.3691
16609	0	58.0339	18.2403
9225	0	60.0026	11.3734
20084	0	57.0418	13.7339
24128	0	62.0975	8.3691
23225	0	48.0114	8.58369
10864	0	64.0624	11.588
10167	0	52.0211	14.3777
1652	0	59.0429	0.214592
12114	0	49.088	14.1631
28028	0	73.0087	11.1588
32059	0	63.0076	6.43777
23579	0	63.0207	0.643777
9742	0	55.0787	10.3004
795	0	53.0333	15.6652
171	0	63.0707	6.00858
4935	0	57.089	1.71674
19533	0	52.0182	13.5193
2994	0	68.0551	11.3734
4952	0	47.0713	13.0901
7655	0	54.0218	6.86695
23559	0	43.0386	5.36481
30151	0	58.0069	25.1073
25642	0	88.0363	9.22747
603	0	55.0167	1.50215
15547	0	44.092	13.9485
6450	0	58.0296	1.50215
20718	0	57.0822	12.6609
16986	0	45.0705	12.4464
17495	0	53.0989	12.8755
20711	0	66.0355	12.4464
7932	0	62.0052	1.07296
25901	0	66.0439	8.58369
28353	0	60.0682	3.00429
24507	0	67.0397	3.64807
5610	0	69.0628	18.0258
16836	0	55.0862	14.5923
25871	0	70.0055	11.588
25783	0	52.0443	6.22318
13583	0	73.0944	2.14592
27700	0	60.042	6.65236
32658	0	56.0271	18.6695
25381	0	59.0889	6.22318
20947	0	58.0117	0.643777
10355	0	69.0714	11.1588
16533	0	65.0042	13.3047
31301	1	56.0624	21478.3
24491	0	54.0018	4.72103
28401	0	62.0255	10.3004
11314	0	62.0955	10.515
2465	0	62.0874	13.5193
18239	0	62.0642	0.858369
6320	0	64.0377	8.79828
2305	0	59.0968	2.14592
12657	0	62.0694	18.6695
32387	0	58.0923	13.9485
19874	0	57.0496	2.36052
1855	0	48.0774	22.103
25908	0	49.0528	6.86695
17796	0	52.0765	12.8755
25380	0	53.0454	9.87124
24833	0	51.0504	12.8755
4447	1	42.0331	21471.5
31665	0	62.0749	19.5279
13154	0	52.0263	8.58369
29584	0	61.0378	5.79399
861	0	64.068	1.50215
1293	0	59.075	1.28755
8795	0	72.0408	0.858369
7751	0	53.0462	6.43777
18811	0	50.0268	13.3047
23782	0	50.0871	3.43348
9465	0	53.0675	20.8155
24894	0	71.0335	4.50644
24897	0	64.0183	12.4464
30033	0	59.0159	10.7296
17964	0	48.0427	2.36052
10470	1	55.0154	21476
19251	0	51.084	15.0215
8573	0	55.0149	15.4506
9536	1	60.0114	21492.3
7854	0	54.0415	12.0172
27229	0	75.076	2.14592
15111	0	54.0361	9.22747
21369	0	59.0814	12.6609
18133	0	58.0076	10.0858
28024	0	50.0949	2.7897
614	0	63.0599	1.28755
