Seed	CV	CpuTime	PRPD
24710	1	16.0347	16229.4
14732	1	14.067	16229.5
20819	1	15.0971	16229.4
16435	1	17.0039	16229.4
29127	0	14.0989	0
17098	1	16.0425	16229.4
776	1	17.0948	16229.4
10390	0	14.0826	0
7624	0	15.0946	0
19354	1	16.0198	16229.5
1820	2	15.0717	32462.8
16840	0	16.0091	0.162338
16493	0	15.0666	0.974026
26219	0	15.0219	0
3682	2	15.0566	32462.8
19418	1	17.0557	16229.4
27313	1	14.0862	16229.4
7807	2	17.0029	32465.6
13837	0	15.094	0.162338
14184	1	15.0515	16229.4
4987	0	15.0656	0
2323	1	15.0637	16229.5
21261	1	16.0342	16229.5
4734	0	17.001	0
10020	0	16.0125	0.162338
20172	1	18.0385	16235.9
20022	0	16.0128	0
23289	0	15.0869	0.162338
16424	0	15.0709	0.162338
8521	1	15.0346	16229.5
17881	1	15.0269	16235.9
13793	0	14.0877	0
18404	0	16.0606	0
27981	1	15.0672	16229.5
32509	2	15.0633	32463.8
14530	1	16.0463	16229.5
19485	0	15.0822	0
5985	1	15.0124	16229.5
29834	1	15.0622	16229.4
19610	1	16.0125	16229.4
5317	1	15.001	16229.4
4895	0	15.0172	0.162338
5503	1	15.0012	16229.5
18899	1	15.0032	16229.4
25719	1	14.0262	16229.4
19142	0	14.0924	0.162338
17296	1	14.0591	16229.5
11302	0	14.034	0
4864	0	14.0728	0.162338
32274	0	15.0281	0
21549	1	15.0552	16229.4
3338	0	14.0896	0.811688
15750	2	18.0932	32471.4
13396	0	16.0211	0.162338
12864	2	14.0834	32465.6
13370	1	14.0496	16229.4
2369	0	15.0271	0.162338
3866	1	16.0405	16235.9
6319	0	15.0211	0
4666	0	15.052	0.162338
19936	0	15.0578	0
21081	1	15.0477	16229.4
24695	1	16.0148	16229.4
16683	4	15.0409	64944.3
29318	0	16.0298	0
22877	0	15.03	0
5878	1	17.0428	16229.4
32095	1	16.0397	16229.4
8929	0	16.0054	0
1393	0	15.0277	0.162338
26190	0	14.073	0
16271	0	14.0683	0.811688
32244	1	15.0213	16229.4
11819	1	15.0447	16229.4
11960	1	14.0902	16229.4
13428	0	15.0864	0
27480	1	15.0279	16229.5
1610	2	16.0435	32462.8
4553	1	16.002	16229.4
17536	0	15.048	0
18125	0	15.0369	0.162338
28674	0	15.0717	0
13902	1	15.054	16229.4
27570	2	15.09	32463
2847	0	15.0577	0
18907	0	14.0893	0
31810	0	14.063	0
1442	2	15.0805	32462.8
392	0	15.0041	0.162338
17477	0	14.0834	0
18819	2	16.0066	32462.8
14932	1	15.025	16229.4
6665	1	15.0466	16229.5
28869	1	16.0354	16229.4
20847	0	15.059	0
1074	0	16.052	0
11901	0	15.0171	0.162338
13399	1	16.0908	16229.4
23592	1	15.0426	16229.4
20038	0	16.0357	0
