Seed	CV	CpuTime	PRPD
28396	75	0.0170703	1.12455e+06
26944	76	0.0116182	1.13955e+06
6968	78	0.0144457	1.16954e+06
4847	75	0.011595	1.12457e+06
14715	77	0.0116817	1.15456e+06
23132	78	0.016461	1.16956e+06
21169	78	0.0142247	1.16954e+06
26115	72	0.0165964	1.07959e+06
24766	78	0.0174074	1.16954e+06
3870	78	0.0130333	1.16956e+06
3384	77	0.0143629	1.15454e+06
29855	75	0.0133634	1.12457e+06
4403	77	0.0142003	1.15455e+06
16924	76	0.0187017	1.13955e+06
27348	76	0.0143649	1.13957e+06
3387	78	0.0116948	1.16956e+06
20535	75	0.0147266	1.12457e+06
20059	76	0.0157091	1.13956e+06
15399	77	0.0109903	1.15454e+06
10468	76	0.0139027	1.13956e+06
9179	76	0.0147504	1.13958e+06
4495	70	0.0163418	1.04958e+06
30577	77	0.0124388	1.15455e+06
21380	76	0.0187111	1.13956e+06
4243	76	0.0160589	1.13955e+06
25133	75	0.0191484	1.12455e+06
30903	73	0.0117377	1.09457e+06
18355	74	0.0116827	1.10957e+06
24551	78	0.0152755	1.16954e+06
14413	76	0.0162257	1.13956e+06
23520	76	0.0134712	1.13957e+06
26691	75	0.0166684	1.12457e+06
16993	71	0.0116756	1.06459e+06
7036	75	0.0148049	1.12457e+06
9855	78	0.0116381	1.16954e+06
24142	76	0.0191718	1.13956e+06
32526	78	0.0128961	1.16956e+06
5160	75	0.0143675	1.12455e+06
21685	74	0.0169918	1.10957e+06
25287	76	0.0147495	1.13957e+06
1889	77	0.0165945	1.15455e+06
11844	75	0.0152335	1.12457e+06
4503	78	0.017869	1.16954e+06
21629	76	0.0132186	1.13957e+06
2579	76	0.013291	1.13956e+06
4572	73	0.0144808	1.09458e+06
13712	78	0.0121107	1.16954e+06
7678	76	0.015224	1.13954e+06
4707	75	0.0115106	1.12457e+06
14500	75	0.0121495	1.12458e+06
16282	78	0.0125325	1.16955e+06
11322	75	0.0120988	1.12457e+06
16590	73	0.0193602	1.09458e+06
19379	74	0.016886	1.10956e+06
26559	78	0.0106981	1.16956e+06
27182	77	0.0134612	1.15454e+06
340	78	0.0135621	1.16957e+06
15620	78	0.0124391	1.16956e+06
30121	76	0.0130598	1.13955e+06
21942	76	0.0192963	1.13954e+06
21485	77	0.0147618	1.15454e+06
31915	76	0.0129577	1.13956e+06
22997	77	0.0160933	1.15455e+06
12318	78	0.0153222	1.16956e+06
16793	76	0.012958	1.13957e+06
11305	77	0.012633	1.15456e+06
30434	76	0.0140899	1.13956e+06
30733	76	0.0129241	1.13956e+06
8032	76	0.0138685	1.13957e+06
30035	77	0.0153545	1.15455e+06
10036	75	0.0142351	1.12456e+06
26431	73	0.015673	1.09459e+06
255	77	0.0112404	1.15456e+06
6426	76	0.0106607	1.13955e+06
1969	76	0.0132731	1.13954e+06
6179	74	0.0111356	1.10959e+06
15677	75	0.0170599	1.12455e+06
30798	72	0.0188049	1.07957e+06
30913	76	0.015982	1.13956e+06
1242	76	0.0143264	1.13958e+06
3259	77	0.0128662	1.15455e+06
21289	79	0.0124246	1.18453e+06
20130	75	0.0144194	1.12457e+06
28382	76	0.0161547	1.13955e+06
26371	77	0.0163226	1.15454e+06
3866	74	0.0165048	1.10955e+06
4817	76	0.0110736	1.13957e+06
23776	77	0.0173825	1.15454e+06
918	75	0.0112911	1.12457e+06
10797	77	0.0175786	1.15454e+06
11007	67	0.015649	1.00459e+06
2135	76	0.0150159	1.13956e+06
11613	77	0.0152561	1.15457e+06
19252	77	0.0180726	1.15453e+06
17705	77	0.0116466	1.15456e+06
15833	76	0.0146153	1.13956e+06
3304	78	0.0166507	1.16954e+06
26897	78	0.0184835	1.16952e+06
27369	73	0.0139494	1.09458e+06
253	75	0.0149337	1.12455e+06
