Seed	CV	CpuTime	PRPD
1038	1	39.0224	14990.7
13912	2	30.0917	29982.8
22684	2	38.065	29982.8
5933	1	32.0292	14990.9
2942	2	39.0095	29985.8
6629	2	34.0152	29982.6
5547	1	33.0377	14991.9
6555	1	41.0706	14990.9
16127	0	33.0309	0
3565	1	34.0927	14990.9
17422	1	38.0391	14992.1
31449	1	37.049	14990.7
17052	0	34.0009	0
16540	2	38.0933	29982.6
31177	2	36.0661	29985.5
8435	1	35.089	14991.6
16394	1	33.0712	14990.9
22581	1	38.0392	14993.4
10764	1	40.0491	14991.9
12641	3	35.0419	44976.2
30919	0	32.0614	0
32549	0	34.012	0
1858	2	35.0311	29982.9
3588	1	34.0904	14990.9
12136	2	35.092	29982.6
3086	1	36.0896	14991.9
8766	1	34.0304	14992.4
11180	0	34.0211	0
14277	0	37.06	0
1010	2	38.0214	29982.9
14184	1	37.0482	14991.9
9880	1	29.0243	14992.4
30914	0	38.0904	0
11599	1	35.0451	14990.9
21222	0	38.0008	0
1227	2	31.093	29982.9
18869	2	33.077	29982.3
8826	2	37.0058	29982.8
4207	1	35.0605	14990.7
5110	2	34.0489	29982.8
4429	1	36.097	14991.3
4876	1	31.0047	14990.9
13262	2	36.0597	29982.8
6928	1	32.0667	14989.7
17182	1	34.0479	14990.7
3066	2	32.0148	29982.8
21391	0	37.0498	0
26084	1	34.0421	14992.4
2351	1	38.0044	14992.1
28328	0	34.0901	0
497	2	40.0559	29982.6
6951	2	38.0459	29982.9
15058	2	30.0089	29982.6
14131	1	36.0607	14991.3
7717	3	37.0005	44972.4
16230	2	33.0589	29984.4
29890	1	36.0586	14991.3
10155	1	34.0612	14991.9
25318	0	35.061	0
27268	0	30.0854	0
13194	1	34.0666	14989.7
16037	1	37.0974	14992.1
19748	1	32.0908	14991.6
11345	2	37.099	29984.3
2596	3	35.0842	44972.6
18711	2	32.0881	29982.8
14592	0	32.036	0
14706	2	35.0445	29982.9
6110	0	30.0546	0
5806	2	36.034	29982.2
5557	0	33.0559	0
11711	1	32.0084	14990.9
22457	1	33.0623	14990.7
27418	0	35.0168	0
9562	1	33.0317	14991.6
17060	2	38.0707	29980.5
20234	3	38.0887	44972.4
13154	1	33.0846	14989.7
2497	1	32.0758	14990.7
27898	2	33.0424	29983.1
6834	2	34.0757	29982.9
9376	2	36.0088	29981.6
3158	1	35.048	14990.9
31391	3	35.0361	44977.1
28119	2	33.0993	29982.8
16386	1	31.0862	14990.9
17488	2	33.022	29982.9
2517	2	34.018	29982.6
7495	2	35.0408	29982.6
24207	1	38.0204	14990.9
5344	2	33.0022	29982.9
7825	1	40.0811	14993.4
22165	2	37.0362	29980.4
25927	2	33.0586	29980.5
10123	1	31.0897	14991.9
6718	0	33.0549	0
4788	2	37.0029	29985.3
8982	1	34.026	14993.4
10433	2	37.0499	29984.1
9884	1	32.0511	14990.9
