Seed	CV	CpuTime	PRPD
3773	67	13.078	895724
20784	70	14.0357	935820
17840	66	12.0801	882364
15001	73	13.0395	975935
5771	62	15.0696	828881
11557	67	15.067	895703
22572	62	13.0615	828871
17893	65	17.0065	868986
23629	57	16.0934	762036
31292	71	15.0889	949185
3797	69	15.0324	922441
17679	66	14.0049	882349
28162	66	11.0972	882366
18500	73	14.0516	975934
3297	58	14.0271	775409
5224	70	12.0863	935824
29702	66	12.0563	882365
14308	70	12.0423	935829
30931	69	9.004	922472
271	68	13.0876	909093
13886	69	17.095	922461
19001	69	13.0729	922455
30450	68	13.0672	909094
11616	71	11.0663	949196
11474	69	13.0595	922459
15760	67	14.072	895710
29945	66	12.0878	882340
9291	65	20.0078	868975
21562	70	15.0304	935813
26974	59	12.0709	788777
12982	64	15.0505	855605
25256	57	14.0032	762027
1415	59	13.0421	788778
32016	68	13.053	909097
21608	70	13.062	935825
4210	67	14.0566	895721
18658	65	12.0997	868986
8334	69	14.0548	922455
24144	69	14.0675	922463
32587	61	14.0274	815521
18769	68	13.0023	909094
6891	65	13.03	868985
16134	69	13.0461	922459
21537	75	14.0468	1.00266e+06
25061	66	16.0104	882342
13527	68	13.0115	909092
16063	71	13.0639	949200
5578	65	13.0159	868983
1525	66	14.0739	882347
9385	72	13.0525	962570
24999	68	14.0401	909099
22267	68	15.0575	909081
2868	67	9.08045	895725
7462	56	12.0874	748666
10704	61	15.0173	815501
22323	63	14.0773	842248
1691	71	15.0095	949204
20146	68	13.0921	909093
14353	67	15.0288	895718
7370	71	16.0598	949190
20485	70	16.0631	935810
32677	65	14.0903	868984
23140	60	16.0004	802145
5625	68	13.0673	909088
5919	65	15.0409	868987
10204	69	14.0777	922459
27857	68	14.0053	909074
13833	62	15.0741	828875
5092	68	12.0798	909081
30111	71	15.0528	949197
14200	64	11.0936	855609
12378	67	16.0124	895711
30930	69	13.0235	922464
20332	68	12.0502	909095
23802	71	14.0391	949194
11015	71	10.0839	949203
26713	68	13.0896	909111
24179	71	14.0133	949190
30228	68	13.0117	909074
13770	66	14.0571	882342
5476	71	13.0528	949189
4805	75	13.0432	1.00266e+06
20481	71	11.0115	949200
9674	67	11.0742	895729
10320	71	12.025	949184
14347	71	12.0309	949188
32608	56	11.0872	748679
31229	67	15.091	895723
486	64	12.0786	855625
22167	73	15.0147	975923
4072	72	12.0765	962570
289	68	15.0011	909083
23067	61	13.0969	815512
18496	69	16.0259	922455
32273	58	15.0846	775408
13685	69	13.0319	922463
11930	66	13.0416	882355
2878	64	12.0613	855625
14545	66	14.0983	882352
18104	70	13.0291	935835
