Seed	CV	CpuTime	PRPD
1214	74	0.0115645	1.68207e+06
27504	76	0.00651802	1.72754e+06
14208	75	0.0108568	1.7048e+06
14064	73	0.00867892	1.65934e+06
18427	71	0.0136491	1.61387e+06
25036	74	0.0119645	1.68207e+06
13398	70	0.0109366	1.59115e+06
2919	72	0.0118928	1.6366e+06
20103	76	0.0079034	1.72753e+06
5503	69	0.0104772	1.56842e+06
22494	72	0.00608367	1.63662e+06
26644	77	0.00907284	1.75024e+06
13605	75	0.0103027	1.70479e+06
11273	72	0.0108226	1.6366e+06
6842	75	0.00889714	1.70482e+06
24159	67	0.0100053	1.52299e+06
16495	74	0.00858388	1.68209e+06
21696	74	0.00784909	1.68208e+06
5184	74	0.00828334	1.68203e+06
30813	69	0.00952389	1.56846e+06
23739	71	0.00971683	1.61386e+06
2972	75	0.00752409	1.70479e+06
23305	73	0.00812518	1.65931e+06
24206	72	0.0113138	1.63659e+06
19551	74	0.011513	1.68207e+06
1961	76	0.0085463	1.72751e+06
32297	74	0.0117334	1.68209e+06
17343	68	0.00861051	1.54567e+06
24489	78	0.00984417	1.77299e+06
26705	77	0.00712052	1.75027e+06
8028	70	0.0112457	1.59115e+06
24948	68	0.00869988	1.5457e+06
18406	73	0.00867124	1.65935e+06
31739	76	0.0115489	1.72751e+06
12881	72	0.00883842	1.63659e+06
9405	76	0.00764498	1.72751e+06
9775	75	0.00997908	1.7048e+06
2923	74	0.00560634	1.68205e+06
12830	75	0.0107088	1.70478e+06
31947	72	0.00996501	1.63658e+06
4863	71	0.00858678	1.61389e+06
20293	69	0.0128923	1.56843e+06
24193	70	0.0132969	1.59113e+06
7984	69	0.0108611	1.5684e+06
5934	72	0.00793234	1.63662e+06
21449	76	0.00852746	1.72756e+06
16228	76	0.00956247	1.72754e+06
22012	73	0.00936227	1.65934e+06
7477	74	0.00959886	1.6821e+06
3509	71	0.00963098	1.61388e+06
2605	77	0.00937044	1.75028e+06
15052	73	0.00780106	1.65936e+06
18126	76	0.00957984	1.72751e+06
8724	73	0.00890031	1.6593e+06
22378	73	0.00948097	1.65934e+06
32616	72	0.00989583	1.6366e+06
13778	74	0.00833519	1.68205e+06
9291	58	0.0113093	1.31841e+06
18052	75	0.0119982	1.70478e+06
10942	71	0.0129759	1.61388e+06
21972	71	0.0107492	1.6139e+06
25157	77	0.00726358	1.75023e+06
17211	71	0.0100363	1.61389e+06
28302	66	0.0133204	1.50024e+06
23354	76	0.00738769	1.72753e+06
27140	70	0.00956152	1.59119e+06
11803	72	0.00994087	1.63661e+06
5832	71	0.00862771	1.61391e+06
11809	73	0.00652768	1.65937e+06
7313	71	0.0120882	1.61386e+06
10457	71	0.012145	1.61385e+06
32350	70	0.012883	1.59117e+06
23249	72	0.0102387	1.6366e+06
3965	70	0.00985943	1.59116e+06
2361	73	0.00918164	1.65932e+06
1312	72	0.00690109	1.63663e+06
9725	75	0.00970083	1.70475e+06
7657	74	0.00722506	1.68202e+06
16335	75	0.00645048	1.70478e+06
24298	73	0.00786415	1.65935e+06
27874	72	0.010379	1.63662e+06
28337	66	0.0137038	1.50025e+06
24744	72	0.0129913	1.63664e+06
20532	77	0.0102632	1.75026e+06
16753	73	0.00759088	1.65935e+06
27476	70	0.0077802	1.59118e+06
27932	70	0.0106216	1.59115e+06
23526	65	0.0109639	1.4775e+06
31670	73	0.0098035	1.65933e+06
8459	69	0.0092096	1.56844e+06
5524	68	0.00837155	1.54572e+06
10774	69	0.0101501	1.56844e+06
4532	69	0.0110437	1.5684e+06
77	71	0.00790298	1.61388e+06
26674	73	0.00994781	1.65934e+06
14156	69	0.0134242	1.56844e+06
31093	72	0.00929625	1.63659e+06
29437	71	0.0103498	1.61392e+06
27633	73	0.0132342	1.65934e+06
16682	77	0.00980867	1.75026e+06
