Seed	CV	CpuTime	PRPD
1214	75	0.0164812	1.70477e+06
27504	78	0.0110644	1.77299e+06
14208	76	0.0155876	1.7275e+06
14064	73	0.0140697	1.65933e+06
18427	69	0.0224585	1.56839e+06
25036	74	0.0128979	1.68206e+06
13398	73	0.0160296	1.65934e+06
2919	72	0.0160472	1.63658e+06
20103	76	0.0164491	1.7275e+06
5503	68	0.0199504	1.54569e+06
22494	68	0.0118039	1.54572e+06
26644	77	0.0127634	1.75023e+06
13605	75	0.0173935	1.70479e+06
11273	72	0.0179906	1.63658e+06
6842	75	0.0170025	1.70479e+06
24159	67	0.0149055	1.523e+06
16495	75	0.0131555	1.70481e+06
21696	74	0.0165095	1.68205e+06
5184	77	0.0143724	1.7502e+06
30813	70	0.0165846	1.59117e+06
23739	72	0.0114798	1.6366e+06
2972	76	0.0141864	1.72752e+06
23305	73	0.01187	1.65931e+06
24206	71	0.0174274	1.61385e+06
19551	73	0.0126708	1.65933e+06
1961	76	0.0123549	1.72751e+06
32297	74	0.0135705	1.68209e+06
17343	71	0.0144429	1.61387e+06
24489	77	0.0102637	1.75028e+06
26705	76	0.0144349	1.72753e+06
8028	72	0.0127588	1.6366e+06
24948	68	0.0156519	1.54568e+06
18406	74	0.0142703	1.68206e+06
31739	74	0.0233386	1.68201e+06
12881	72	0.0164722	1.63659e+06
9405	73	0.0178995	1.65931e+06
9775	76	0.0156495	1.72752e+06
2923	74	0.00762168	1.68206e+06
12830	75	0.0160001	1.70478e+06
31947	72	0.01204	1.63657e+06
4863	69	0.0155575	1.56842e+06
20293	72	0.019168	1.63662e+06
24193	72	0.0147313	1.63657e+06
7984	76	0.0125165	1.72753e+06
5934	72	0.0172786	1.63658e+06
21449	76	0.015639	1.72752e+06
16228	76	0.0151484	1.72753e+06
22012	73	0.0138224	1.65931e+06
7477	74	0.0160152	1.68207e+06
3509	72	0.0106289	1.63661e+06
2605	77	0.0123182	1.75028e+06
15052	73	0.0116835	1.65934e+06
18126	76	0.0106542	1.72751e+06
8724	73	0.0167324	1.6593e+06
22378	72	0.0147737	1.63659e+06
32616	72	0.0166909	1.6366e+06
13778	74	0.0128324	1.68205e+06
9291	61	0.0136642	1.38658e+06
18052	75	0.0185667	1.70477e+06
10942	75	0.0163705	1.70479e+06
21972	67	0.0165523	1.52297e+06
25157	78	0.0147594	1.77294e+06
17211	71	0.0201408	1.61386e+06
28302	67	0.0147019	1.52297e+06
23354	76	0.01151	1.72753e+06
27140	71	0.013009	1.6139e+06
11803	72	0.0161078	1.6366e+06
5832	71	0.0152307	1.61391e+06
11809	73	0.0137952	1.65933e+06
7313	70	0.0188681	1.59113e+06
10457	73	0.0134424	1.65931e+06
32350	73	0.0174031	1.65934e+06
23249	72	0.00938838	1.63661e+06
3965	71	0.015208	1.61388e+06
2361	73	0.0160319	1.65931e+06
1312	72	0.0107249	1.63661e+06
9725	74	0.0193089	1.68203e+06
7657	74	0.014201	1.68204e+06
16335	76	0.0107436	1.72749e+06
24298	73	0.0172935	1.65934e+06
27874	72	0.0110699	1.63662e+06
28337	64	0.0160395	1.45479e+06
24744	70	0.0145723	1.59117e+06
20532	77	0.0160102	1.75024e+06
16753	74	0.013185	1.68207e+06
27476	70	0.0148031	1.59115e+06
27932	70	0.0198097	1.59112e+06
23526	67	0.0182218	1.52294e+06
31670	73	0.0138514	1.65933e+06
8459	68	0.0171211	1.5457e+06
5524	67	0.0130114	1.52298e+06
10774	78	0.0165186	1.77297e+06
4532	75	0.0151155	1.70477e+06
77	71	0.0129821	1.61388e+06
26674	74	0.016981	1.68206e+06
14156	71	0.0128959	1.61391e+06
31093	71	0.0221019	1.61382e+06
29437	72	0.014238	1.63662e+06
27633	73	0.0192442	1.65933e+06
16682	77	0.0120797	1.75026e+06
