Seed	CV	CpuTime	PRPD
6687	67	0.00812535	1.27398e+06
27567	73	0.0101658	1.38805e+06
18832	74	0.00917439	1.40704e+06
12181	76	0.00861683	1.44507e+06
30567	74	0.00849407	1.40704e+06
16388	74	0.0098077	1.40706e+06
28096	69	0.010862	1.31201e+06
3776	72	0.0075216	1.36902e+06
26271	73	0.0125718	1.38803e+06
29647	72	0.00873121	1.36903e+06
11406	76	0.0117668	1.44508e+06
18273	73	0.010351	1.38801e+06
23223	74	0.00992153	1.40703e+06
20044	69	0.0112294	1.31195e+06
4732	72	0.0126942	1.36901e+06
9570	74	0.008107	1.40705e+06
30163	73	0.00896881	1.38803e+06
10501	75	0.00546651	1.42609e+06
4427	73	0.00902049	1.38803e+06
24879	72	0.0100206	1.36903e+06
4375	77	0.00865582	1.46409e+06
32692	72	0.00924023	1.36903e+06
3628	71	0.0112283	1.35003e+06
11013	77	0.0111781	1.46409e+06
29071	72	0.0131157	1.369e+06
3883	69	0.00853731	1.31197e+06
32735	75	0.00982158	1.42607e+06
4792	74	0.0121199	1.40706e+06
5272	70	0.0104008	1.331e+06
6071	70	0.0145342	1.33103e+06
3981	76	0.0119577	1.44507e+06
6422	68	0.0108356	1.29296e+06
866	68	0.0109981	1.29299e+06
16021	75	0.0104714	1.42606e+06
23012	72	0.0107441	1.36904e+06
2591	73	0.00915559	1.38804e+06
31951	74	0.00925387	1.40704e+06
4922	71	0.0130302	1.35001e+06
22841	76	0.00768411	1.44506e+06
22597	75	0.00804172	1.42605e+06
15766	70	0.0092873	1.331e+06
23633	68	0.00810315	1.29297e+06
30817	79	0.00999649	1.50208e+06
10877	74	0.0106086	1.40703e+06
9657	77	0.00840983	1.46407e+06
8729	70	0.0104537	1.331e+06
5982	68	0.0101786	1.29299e+06
10596	68	0.0105096	1.29298e+06
5961	75	0.0122054	1.42606e+06
23415	77	0.00914398	1.46409e+06
31057	74	0.0101334	1.40703e+06
27283	73	0.00914031	1.38803e+06
2042	78	0.0107636	1.48311e+06
21437	75	0.0110165	1.42607e+06
9408	74	0.00758643	1.40705e+06
22576	76	0.00966771	1.44508e+06
29728	75	0.0103375	1.42604e+06
4772	73	0.00676081	1.38805e+06
1908	69	0.0104268	1.31199e+06
854	70	0.00968963	1.331e+06
8459	73	0.0105214	1.38802e+06
1610	76	0.0103814	1.44505e+06
1190	74	0.00735688	1.40704e+06
22287	77	0.00900983	1.46408e+06
9848	75	0.00874332	1.42608e+06
19526	76	0.00817083	1.44508e+06
8109	72	0.00963322	1.36903e+06
20629	68	0.0104185	1.29298e+06
6253	76	0.00894589	1.44508e+06
20446	74	0.00725584	1.40705e+06
11698	71	0.00869727	1.35001e+06
13634	67	0.00908045	1.27399e+06
4890	67	0.00701607	1.27398e+06
13975	76	0.0102589	1.44507e+06
4119	77	0.00711751	1.46412e+06
2811	72	0.00899106	1.36905e+06
7865	70	0.0115438	1.331e+06
7261	72	0.0125848	1.36901e+06
21766	73	0.0128557	1.38804e+06
7181	75	0.00995346	1.42605e+06
7055	72	0.0115708	1.36902e+06
22109	75	0.00547725	1.42607e+06
2301	78	0.0114459	1.48308e+06
7289	73	0.0126459	1.38805e+06
22406	72	0.00863415	1.36905e+06
11739	75	0.0104618	1.42605e+06
12630	71	0.0102389	1.35003e+06
12136	75	0.0116746	1.42606e+06
4757	77	0.00528103	1.46408e+06
31887	73	0.0161049	1.38804e+06
19616	70	0.0113438	1.33103e+06
20447	74	0.00788153	1.40705e+06
30928	72	0.0115716	1.36902e+06
16844	72	0.0120124	1.36901e+06
23039	73	0.00645813	1.38806e+06
12757	70	0.00971786	1.331e+06
20037	74	0.0103795	1.40706e+06
9911	75	0.0131682	1.42605e+06
25771	73	0.00814788	1.38805e+06
17520	72	0.00914313	1.36904e+06
