Seed	CV	CpuTime	PRPD
6687	1	55.0987	19033.7
27567	0	49.0066	11.0266
18832	0	61.0529	4.37262
12181	0	56.0293	4.56274
30567	1	56.0653	19010.8
16388	0	60.0817	1.90114
28096	0	68.0096	19.962
3776	0	90.0932	9.88593
26271	0	66.0386	6.84411
29647	0	70.0684	4.56274
11406	0	71.072	11.4068
18273	0	73.0654	5.70342
23223	0	57.0595	13.6882
20044	1	54.0906	19032.5
4732	0	67.0153	13.4981
9570	0	70.077	6.27376
30163	0	62.0299	1.90114
10501	0	64.0043	1.14068
4427	1	71.0369	19016.7
24879	4	51.0758	76056.1
4375	0	56.0522	8.55513
32692	0	53.0684	19.3916
3628	0	65.0903	3.04183
11013	0	64.0453	5.89354
29071	0	78.0693	4.18251
3883	0	76.0833	0
32735	0	55.0693	7.22433
4792	0	43.0617	19.0114
5272	0	52.0675	0
6071	2	71.0891	38028.1
3981	0	78.0043	4.75285
6422	0	53.0672	9.12548
866	0	60.0491	9.12548
16021	0	56.0244	11.597
23012	1	76.0052	19020.2
2591	0	64.0639	0
31951	0	57.001	10.6464
4922	0	75.0311	5.70342
22841	0	68.0197	8.74525
22597	0	60.0931	17.8707
15766	1	70.0029	19011
23633	0	81.0461	6.65399
30817	0	55.0114	13.4981
10877	0	57.0986	6.27376
9657	0	66.0846	9.12548
8729	2	73.0293	38029.7
5982	0	60.0391	11.9772
10596	0	67.0915	3.80228
5961	0	54.0937	16.3498
23415	0	64.0242	3.42205
31057	0	62.0167	16.5399
27283	0	68.0813	0.760456
2042	0	46.0249	7.79468
21437	0	66.0967	6.65399
9408	0	70.0043	6.84411
22576	0	55.0885	12.5475
29728	0	63.0334	8.36502
4772	0	62.0341	3.80228
1908	0	73.0964	14.0684
854	1	55.0598	19032.1
8459	0	71.0338	8.1749
1610	0	65.0853	0
1190	0	59.0898	9.5057
22287	0	63.0294	11.9772
9848	0	64.0254	6.84411
19526	0	67.0516	4.75285
8109	0	42.0789	16.9202
20629	0	57.0794	13.6882
6253	0	56.0064	7.79468
20446	0	67.014	6.08365
11698	0	75.0907	6.46388
13634	0	88.0256	3.42205
4890	0	69.0138	5.51331
13975	0	68.0351	2.47148
4119	0	69.0895	3.61217
2811	0	68.0461	10.076
7865	1	72.0037	19017.7
7261	0	54.087	8.55513
21766	0	56.0747	18.4411
7181	0	50.0893	5.51331
7055	0	57.008	8.36502
22109	0	59.0749	5.70342
2301	0	62.0041	8.74525
7289	0	69.0806	0
22406	0	63.0943	13.4981
11739	0	65.0256	4.56274
12630	0	76.0028	9.5057
12136	0	62.0631	16.3498
4757	0	42.0419	14.2586
31887	0	58.0325	4.18251
19616	0	74.0779	3.42205
20447	0	71.0385	0.95057
30928	0	65.0713	13.8783
16844	0	65.0797	4.75285
23039	0	76.0858	10.2662
12757	0	62.025	5.51331
20037	0	72.0334	0.95057
9911	0	70.0519	1.14068
25771	0	75.0551	1.52091
17520	0	68.044	4.75285
