Seed	CV	CpuTime	PRPD
1038	2	52.0591	29980.4
13912	2	49.0613	29980.4
22684	2	51.0861	29980.4
5933	1	50.0412	14989.7
2942	2	55.031	29980.4
6629	2	53.0201	29980.4
5547	1	48.0454	14989.7
6555	1	53.0805	14989.7
16127	1	54.0696	14989.7
3565	1	45.0281	14989.7
17422	2	55.0949	29980.5
31449	0	49.0271	0
17052	0	54.0678	0
16540	1	49.0961	14989.7
31177	1	52.0863	14989.7
8435	1	48.0679	14989.7
16394	0	46.0046	0
22581	2	59.023	29980.4
10764	2	45.0727	29980.4
12641	1	45.034	14989.7
30919	1	48.0653	14989.7
32549	2	51.0939	29980.4
1858	1	50.0495	14989.7
3588	1	48.0053	14989.7
12136	1	55.0614	14989.7
3086	2	51.0534	29980.4
8766	2	53.0143	29980.4
11180	1	51.0999	14989.7
14277	1	54.041	14989.7
1010	1	55.0398	14990.7
14184	3	52.0089	44971.7
9880	1	54.0085	14990.7
30914	0	54.0984	0
11599	1	50.0404	14989.7
21222	1	49.0085	14989.7
1227	1	44.0532	14990.7
18869	1	55.0762	14989.7
8826	2	44.0448	29980.5
4207	1	49.0819	14989.7
5110	1	45.0309	14989.7
4429	0	50.0227	0
4876	1	52.015	14989.7
13262	1	51.0307	14989.7
6928	1	53.0699	14989.7
17182	1	49.0719	14989.7
3066	2	50.0523	29981
21391	2	52.0785	29980.4
26084	2	46.0824	29980.4
2351	1	53.07	14989.7
28328	2	47.0115	29980.4
497	2	54.0769	29982
6951	1	47.0908	14989.7
15058	1	55.0645	14989.7
14131	1	50.0095	14989.7
7717	2	51.0672	29980.5
16230	1	56.0979	14990.7
29890	2	52.0364	29980.4
10155	2	49.0149	29980.4
25318	1	53.033	14991.3
27268	0	52.0904	0
13194	3	52.0184	44971.7
16037	1	51.0152	14989.7
19748	1	45.094	14989.7
11345	1	52.0674	14989.7
2596	1	51.017	14989.7
18711	1	50.0616	14989.7
14592	1	49.0452	14989.7
14706	1	49.0503	14989.7
6110	2	53.0852	29980.4
5806	2	52.0624	29981
5557	2	51.0283	29980.4
11711	0	49.0609	0
22457	1	49.0531	14989.7
27418	2	51.0375	29981
9562	2	56.0656	29980.4
17060	1	44.0187	14989.7
20234	2	48.0437	29980.4
13154	3	50.0557	44971.7
2497	1	50.0967	14989.7
27898	2	54.0404	29980.4
6834	1	59.0434	14989.7
9376	1	50.0383	14989.7
3158	1	50.0284	14991.3
31391	2	51.0065	29980.4
28119	1	50.0649	14989.7
16386	1	51.0795	14990.9
17488	1	51.0119	14989.7
2517	2	48.0305	29980.4
7495	2	51.0374	29980.4
24207	3	48.0798	44971.7
5344	1	51.0049	14990.7
7825	1	51.0339	14989.7
22165	2	52.0105	29980.4
25927	1	51.0388	14989.7
10123	1	52.0884	14989.7
6718	1	52.0308	14989.7
4788	1	49.0926	14989.7
8982	0	51.043	0
10433	2	56.0832	29981
9884	2	51.0121	29980.4
