Seed	CV	CpuTime	PRPD
12037	0	30.0213	0
10979	2	100.022	32400
18158	0	31.0886	0
29663	5	100.014	81100
29961	1	100.024	16200
17487	0	27.0855	0
22651	1	100.014	16200
4953	1	100.02	16200
19600	0	31.0003	0
7307	1	100.007	16200
32559	0	29.0134	0
28543	0	31.0846	0
6070	1	100.024	16200
23511	0	30.0845	0
11367	5	100.012	81100
14264	1	100.006	16200
14017	0	28.0977	0
25894	0	100.026	0
20474	6	100.025	97400
18973	0	100	0
27276	0	30.062	0
3988	0	29.0542	0
22871	3	100.021	48700
6167	0	31.0398	0
5165	0	30.0968	0
